movieId,title,actors,director,keyWords,similarMovies,watchProviders
25827,Mr. Deeds Goes to Town (1936),"Gary Cooper, Jean Arthur, George Bancroft, Lionel Stander, Douglass Dumbrille",Frank Capra,"new york city, newspaper, small town, postcard, money","1:1 Thierry Henry, Just Cause, To Wong Foo, Thanks for Everything! Julie Newmar, Beautiful Girls, Transporter 2",
25833,Camille (1936),"Greta Garbo, Robert Taylor, Lionel Barrymore, Elizabeth Allan, Jessie Ralph",George Cukor,"paris, france, courtesan, terminal illness, death, illness","Tristan & Isolde, Final Destination 3, Phenomenon, Renaissance, An American Werewolf in Paris",
25834,Captains Courageous (1937),"Freddie Bartholomew, Spencer Tracy, Lionel Barrymore, Melvyn Douglas, Charley Grapewin",Victor Fleming,"fishing, fisherman, spoiled child, coming of age, fishing boat","Blue Crush, Beautiful Girls, Risky Business, Ferris Bueller's Day Off, Seven Days War",
25841,Stage Door (1937),"Katharine Hepburn, Ginger Rogers, Adolphe Menjou, Gail Patrick, Andrea Leeds",Gregory La Cava,"roommate, based on play or musical, boarding house, producer, audition","Blue Crush, Half Baked, The Whale, The Great Outdoors, Closer","DIRECTV, TCM"
25850,Holiday (1938),"Katharine Hepburn, Cary Grant, Doris Nolan, Henry Kolker, Lew Ayres",George Cukor,"holiday, sibling relationship, new year's eve, sister, romantic comedy","The Family Stone, Jingle All the Way, The Last Boy Scout, Look Who's Talking Too, The Descent",
25855,"Roaring Twenties, The (1939)","James Cagney, Priscilla Lane, Humphrey Bogart, Gladys George, Jeffrey Lynn",Raoul Walsh,"prohibition era, gangster, great depression, 1920s","Police Story, Harlem Nights, Hudson Hawk, Donnie Brasco, The Way of the Dragon",
25856,Wuthering Heights (1939),"Merle Oberon, Laurence Olivier, David Niven, Flora Robson, Donald Crisp",William Wyler,"sibling relationship, based on novel or book, jealousy, central and south america, love of one's life","Just Cause, Love Story, The Sword in the Stone, Harlem Nights, Snow White: A Tale of Terror",Amazon Prime Video
25865,"Letter, The (1940)","Bette Davis, Herbert Marshall, James Stephenson, Frieda Inescort, Gale Sondergaard",William Wyler,"based on novel or book, plantation, letter, singapore, film noir","Tristan & Isolde, Police Story, Just Cause, Love Story, The Element of Crime",HBO Max
25870,Here Comes Mr. Jordan (1941),"Robert Montgomery, Evelyn Keyes, Claude Rains, Rita Johnson, Edward Everett Horton",Alexander Hall,"angel, saxophone, boxer, reincarnation, airplane accident","Fallen, Glass Chin, X-Men Origins: Wolverine, Purgatory, Charade",fuboTV
25886,Random Harvest (1942),"Ronald Colman, Greer Garson, Philip Dorn, Susan Peters, Henry Travers",Mervyn LeRoy,"based on novel or book, amnesia, world war i, musical, romance","10, Just Cause, Love Story, Europa, The Sword in the Stone",
25887,Tales of Manhattan (1942),"Charles Boyer, Rita Hayworth, Ginger Rogers, Henry Fonda, Charles Laughton",Julien Duvivier,"scarecrow, anthology, reunion, murder, lawyer","Tristan & Isolde, Police Story, The Element of Crime, The Four Feathers, The Good Son",
25898,Day of Wrath (Vredens dag) (1943),"Thorkild Roose, Lisbeth Movin, Preben Lerdorff Rye, Sigrid Neiiendam, Anna Svierkier",Carl Theodor Dreyer,"denmark, pastor, witchcraft, witch hunt, 17th century","The Man in the Iron Mask, The Blair Witch Project, Tulip Fever, Night of the Demon, The Convent",Criterion Channel
25905,"Miracle of Morgan's Creek, The (1944)","Eddie Bracken, Betty Hutton, Diana Lynn, William Demarest, Porter Hall",Preston Sturges,"u.s. soldier, screwball comedy, screwball, small town girl","The Princess Bride, Charade, Stop-Loss, The Thin Man, Dear John",
25906,Mr. Skeffington (1944),"Bette Davis, Claude Rains, Walter Abel, George Coulouris, Richard Waring",Vincent Sherman,"nazi, aging, loneliness, suitor, illness","Europa, Chariots of Fire, Avalon, Field of Dreams, Sicko",
25923,Great Expectations (1946),"John Mills, Valerie Hobson, Tony Wager, Jean Simmons, Bernard Miles",David Lean,"london, england, based on novel or book, escaped convict, orphan, spinster","Just Cause, Love Story, The Sword in the Stone, Mary Reilly, Nineteen Eighty-Four","Max, Max Amazon Channel, HBO Max, Criterion Channel, FlixFling"
25927,"Stranger, The (1946)","Edward G. Robinson, Loretta Young, Orson Welles, Philip Merivale, Richard Long",Orson Welles,"clock tower, clock, professor, nazi, connecticut","Just Cause, Renaissance, Dead Men Don't Wear Plaid, Pleasantville, Valkyrie","Amazon Prime Video, fuboTV, Paramount Plus, Paramount Plus Apple TV Channel , Starz Apple TV Channel, Paramount+ Amazon Channel, MGM Plus Amazon Channel, Starz, Classix, The Film Detective, Fandor Amazon Channel, FlixFling, Metrograph, Starz Amazon Channel"
25937,Easter Parade (1948),"Judy Garland, Fred Astaire, Peter Lawford, Ann Miller, Jules Munshin",Charles Walters,"show business, musical, man woman relationship, stage show, easter","American Dreamz, The Jungle Book, Sorry If I Call You Love, Three for the Show, Anastasia",
25940,"Lady from Shanghai, The (1947)","Rita Hayworth, Orson Welles, Everett Sloane, Glenn Anders, Ted de Corsia",Orson Welles,"new york city, san francisco, california, aquarium, shanghai, china, yacht","1:1 Thierry Henry, Just Cause, The Element of Crime, To Wong Foo, Thanks for Everything! Julie Newmar, The Good Son",fuboTV
25946,"Three Musketeers, The (1948)","Lana Turner, Gene Kelly, June Allyson, Van Heflin, Angela Lansbury",George Sidney,"paris, france, based on novel or book, fencing, sword fight, royalty","Police Story, Just Cause, Love Story, The Sword in the Stone, The Longest Day",
25947,Unfaithfully Yours (1948),"Rex Harrison, Linda Darnell, Rudy Vallee, Barbara Lawrence, Kurt Kreuger",Preston Sturges,"suspicion, orchestra, older man younger woman relationship, private detective, symphony","The Last Boy Scout, Dead Men Don't Wear Plaid, Armed and Dangerous, Mr. Jones, Hard Candy",
25952,"Letter to Three Wives, A (1949)","Jeanne Crain, Linda Darnell, Ann Sothern, Kirk Douglas, Paul Douglas",Joseph L. Mankiewicz,"based on novel or book, boat, radio, picnic, letter","10, Just Cause, Love Story, The Sword in the Stone, Nineteen Eighty-Four",
25959,Annie Get Your Gun (1950),"Betty Hutton, Howard Keel, Louis Calhern, J. Carrol Naish, Edward Arnold",George Sidney,"musical, annie oakley, sharpshooter, wild west show","American Dreamz, The Jungle Book, Three for the Show, Anastasia, Attack of the Killer Tomatoes!",
25962,King Solomon's Mines (1950),"Deborah Kerr, Stewart Granger, Richard Carlson, Hugo Haas, Lowell Gilmore",Andrew Marton,"africa, based on novel or book, diamond mine, wildlife, jungle","Just Cause, Love Story, The Sword in the Stone, Mary Reilly, Medicine Man",
25963,"Young and the Damned, The (Olvidados, Los) (1950)","Alfonso Mejía, Estela Inda, Efraín Arauz, Miguel Inclán, Roberto Cobo",Luis Buñuel,"slum, mexico, mexico city, mexico, homelessness, fair","10, Young Guns II, The Faculty, The Last Boy Scout, Nacho Libre",
25996,"Star Is Born, A (1954)","Judy Garland, James Mason, Jack Carson, Charles Bickford, Tommy Noonan",George Cukor,"husband wife relationship, career, musical, alcoholism, remake","S.W.A.T., Welcome to Collinwood, Jingle All the Way, The Longest Yard, High School High","Max, Max Amazon Channel"
25999,The Wild One (1953),"Marlon Brando, Mary Murphy, Robert Keith, Lee Marvin, Jay C. Flippen",László Benedek,"motorcycle, motorcycle gang","The Craft, The Faculty, Devil's Domain, Disturbing Behavior, American Pie",
26002,Confidential Report (1955),"Orson Welles, Michael Redgrave, Patricia Medina, Akim Tamiroff, Mischa Auer",Orson Welles,neo-noir,"Bound, Fallen, Glass Chin, Dead Men Don't Wear Plaid, The Crow: Salvation","Max, HBO Max, Max Amazon Channel, Criterion Channel"
26003,Night and Fog (Nuit et brouillard) (1955),"Michel Bouquet, Reinhard Heydrich, Heinrich Himmler, Adolf Hitler, Julius Streicher",Alain Resnais,"germany, destruction of a civilization, world war ii, prisoner of war, auschwitz-birkenau concentration camp","The Longest Day, Above the Law, Uncle Thomas: Accounting for the Days, Ghosts of War, He Got Game","Max, Max Amazon Channel, HBO Max, Criterion Channel"
26038,Teacher's Pet (1958),"Clark Gable, Doris Day, Gig Young, Mamie Van Doren, Nick Adams",George Seaton,"romance, teacher crush","10, Three for the Show, Gharana Bullodu, Los Oriyinales, The Last Bridesmaid",
26048,"Human Condition II, The (Ningen no joken II) (1959)","Tatsuya Nakadai, Michiyo Aratama, Kokinji Katsura, Jun Tatara, Michirô Minami",Masaki Kobayashi,"japan, world war ii, recruit, conscientious objector, pacific war","Young Guns II, The Four Feathers, Broken Arrow, The Longest Day, Police Academy",Criterion Channel
26052,Pickpocket (1959),"Martin LaSalle, Marika Green, Jean Pélégri, Dolly Scal, Pierre Leymarie",Robert Bresson,"france, prison, modern society, pickpocket, materialism","Young Guns II, The Longest Yard, The Man in the Iron Mask, Renaissance, Dead Men Don't Wear Plaid",Criterion Channel
26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),"Hideko Takamine, Masayuki Mori, Reiko Dan, Tatsuya Nakadai, Daisuke Katō",Mikio Naruse,"widow, tokyo, japan, hostess","Renaissance, DodgeBall: A True Underdog Story, Born on the Fourth of July, Kakabakaba Ka Ba?, Fathers and Daughters",Criterion Channel
26073,"Human Condition III, The (Ningen no joken III) (1961)","Tatsuya Nakadai, Michiyo Aratama, Tamao Nakamura, Yūsuke Kawazu, Chishū Ryū",Masaki Kobayashi,"japan, china, world war ii, prisoner of war, manchuria","Young Guns II, The Four Feathers, The Longest Day, Mad Max Beyond Thunderdome, Renaissance",Criterion Channel
26078,Advise and Consent (1962),"Henry Fonda, Charles Laughton, Don Murray, Walter Pidgeon, Peter Lawford",Otto Preminger,"washington dc, usa, based on novel or book, usa president, senator, politician","Just Cause, Love Story, The Sword in the Stone, The American President, American Dreamz",
26082,Harakiri (Seppuku) (1962),"Tatsuya Nakadai, Akira Ishihama, Shima Iwashita, Tetsurō Tamba, Masao Mishima",Masaki Kobayashi,"japan, suicide, asia, samurai, revenge","Tristan & Isolde, Just Cause, Spies Like Us, The Four Feathers, Eraser",Criterion Channel
26084,"Music Man, The (1962)","Robert Preston, Shirley Jones, Buddy Hackett, Ron Howard, Hermione Gingold",Morton DaCosta,"musical, midwest, trombones","American Dreamz, The Jungle Book, Three for the Show, Anastasia, Attack of the Killer Tomatoes!",
26085,Mutiny on the Bounty (1962),"Marlon Brando, Trevor Howard, Richard Harris, Hugh Griffith, Richard Haydn",Lewis Milestone,"exotic island, captain, mutiny, heart-throb, tahiti","Down Periscope, Broken Arrow, The Last of the Mohicans, The Bounty, Pride & Prejudice",
26095,"Carabineers, The (Carabiniers, Les) (1963)","Marino Masé, Patrice Moullet, Geneviève Galéa, Catherine Ribeiro, Barbet Schroeder",Jean-Luc Godard,,,
26116,"Hush... Hush, Sweet Charlotte (1964)","Bette Davis, Olivia de Havilland, Joseph Cotten, Agnes Moorehead, Cecil Kellaway",Robert Aldrich,"southern usa, highway, cousin, insanity, family secrets","Tristan & Isolde, Police Story, The Element of Crime, The Four Feathers, The Good Son",
26122,Onibaba (1964),"Nobuko Otowa, Jitsuko Yoshimura, Kei Satō, Jūkichi Uno, Taiji Tonoyama",Kaneto Shindō,"jealousy, samurai, desertion, hold-up robbery, bamboo hut","Tristan & Isolde, Police Story, Tales from the Crypt: Demon Knight, The Element of Crime, Snow White: A Tale of Terror","Max, Max Amazon Channel, HBO Max, Criterion Channel"
26124,Robinson Crusoe on Mars (1964),"Paul Mantee, Victor Lundin, Adam West",Byron Haskin,"planet mars, space mission, astronaut, monkey, alien space craft","Solaris, Fight For Space, Space Cowboys, Astronaut, 2010",FlixFling
26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)","Brahim Hadjadj, Jean Martin, Yacef Saadi, Samia Kerbash, Ugo Paletti",Gillo Pontecorvo,"bomb, muslim, resistance, revolution, algerian","The Four Feathers, Broken Arrow, The Longest Day, Mortal Kombat, The Last Boy Scout","Max, Max Amazon Channel, HBO Max, Criterion Channel"
26133,"Charlie Brown Christmas, A (1965)","Peter Robbins, Christopher Shea, Tracy Stratford, Cathy Steinberg, Bill Melendez",Bill Melendez,"holiday, tree, cartoon, christmas","The Family Stone, Jingle All the Way, Asterix Conquers America, The Twelve Tasks of Asterix, Glass Chin",Apple TV Plus
26142,Major Dundee (1965),"Charlton Heston, Richard Harris, Jim Hutton, James Coburn, Michael Anderson Jr.",Sam Peckinpah,"mexico, prisoner of war, apache nation, raid, confederate","10, Young Guns II, Nacho Libre, Man on Fire, Land Raiders",
26147,"Thousand Clowns, A (1965)","Jason Robards, Barbara Harris, Martin Balsam, Gene Saks, William Daniels",Fred Coe,"library, social worker, fruit","Shadow of a Doubt, Party Girl, Sesame Street Presents: Follow That Bird, Despicable Me Presents: Minion Madness, Losing Isaiah",
26150,Andrei Rublev (Andrey Rublyov) (1969),"Anatoliy Solonitsyn, Ivan Lapikov, Nikolay Grinko, Nikolai Sergeyev, Irma Raush",Andrei Tarkovsky,"christianity, monk, painter, rape, cathedral","Tristan & Isolde, Just Cause, Snow White: A Tale of Terror, The Faculty, Nacho Libre","Criterion Channel, FilmBox+"
26151,Au Hasard Balthazar (1966),"Anne Wiazemsky, Walter Green, François Lafarge, Jean-Claude Guilbert, Philippe Asselin",Robert Bresson,"donkey, misery, cruelty, burden, beast of burden","Halloween, Hard Candy, Rendition, The Hill, Charm School",Criterion Channel
26152,Batman (1966),"Adam West, Burt Ward, Lee Meriwether, Cesar Romero, Burgess Meredith",Leslie H. Martinson,"submarine, missile, shark attack, superhero, based on comic","Tales from the Crypt: Demon Knight, Spies Like Us, Down Periscope, Broken Arrow, Hot Shots! Part Deux","Max, Max Amazon Channel, HBO Max, DIRECTV"
26158,Closely Watched Trains (Ostre sledované vlaky) (1966),"Václav Neckář, Jitka Scoffin, Vladimír Valenta, Libuše Havelková, Josef Somr",Jiří Menzel,"based on novel or book, world war ii, coming of age, railroad, sexual awakening","Just Cause, Love Story, Europa, The Sword in the Stone, Beautiful Girls",Criterion Channel
26159,Tokyo Drifter (Tôkyô nagaremono) (1966),"Tetsuya Watari, Chieko Matsubara, Tamio Kawachi, Hideaki Nitani, Eiji Gō",Seijun Suzuki,"yakuza, hitman, tokyo, japan, japanese noir, 1960s","Eraser, The Avengers, Grosse Pointe Blank, The Getaway, Desert Saints",Criterion Channel
26169,Branded to Kill (Koroshi no rakuin) (1967),"Jō Shishido, Kôji Nanbara, Isao Tamagawa, Annu Mari, Mariko Ogawa",Seijun Suzuki,"assassin, hitman, organized crime","Police Story, Eraser, The Last Boy Scout, The Avengers, In the Line of Fire","Criterion Channel, realeyz"
26171,Play Time (a.k.a. Playtime) (1967),"Jacques Tati, Barbara Dennek, Rita Maiden, France Rumilly, France Delahalle",Jacques Tati,"paris, france, restaurant, modernity, modern society, glass","Thir13en Ghosts, Renaissance, An American Werewolf in Paris, Glass Chin, Björk: Biophilia Live",Criterion Channel
26172,Point Blank (1967),"Lee Marvin, Angie Dickinson, Keenan Wynn, Carroll O'Connor, Lloyd Bochner",John Boorman,"overdose, alcatraz prison, revenge, organized crime, los angeles, california","Tristan & Isolde, Police Story, Just Cause, Living in Oblivion, The Four Feathers",
26183,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),"Roger Carel, Jacques Morel, Micheline Dax, Jacques Balutin, Jacques Bodoin",René Goscinny,"cairo, jealousy, egypt, queen, architect","Tales from the Crypt: Demon Knight, The Element of Crime, The Sword in the Stone, Snow White: A Tale of Terror, The Craft",
26184,"Diamond Arm, The (Brilliantovaya ruka) (1968)","Yuriy Nikulin, Nina Grebeshkova, Nonna Mordyukova, Svetlana Svetlichnaya, Anatoli Papanov",Leonid Gaidai,"husband wife relationship, seduction, undercover agent, smuggling (contraband), espionage","Jingle All the Way, Charlie's Angels: Full Throttle, Body of Evidence, The Bourne Supremacy, The Bourne Ultimatum",Amazon Prime Video
26195,Sympathy for the Devil (1968),"Sean Lynch, Mick Jagger, Brian Jones, Keith Richards, Charlie Watts",Jean-Luc Godard,,"Somebody Up There Likes Me, Ladies & Gentlemen, the Rolling Stones, The Rolling Stones: Stones in Exile, My Generation, The Rolling Stones: From the Vault - Sticky Fingers Live at the Fonda Theatre 2015",
26198,"Yours, Mine and Ours (1968)","Lucille Ball, Henry Fonda, Van Johnson, Louise Troy, Sidney Miller",Melville Shavelson,"nurse, widow, parent, sibling","Monster House, Click, Mad Max Beyond Thunderdome, The Whale, The Tailor of Panama","Amazon Prime Video, Hoopla"
26225,"Claire's Knee (Genou de Claire, Le) (1970)","Jean-Claude Brialy, Aurora Cornu, Béatrice Romand, Laurence de Monaghan, Michèle Montel",Éric Rohmer,"knee, sexual desire","Species, Nice Dreams, Eyes Wide Shut, Happily, Blue Is the Warmest Color",Criterion Channel
26231,Performance (1970),"James Fox, Mick Jagger, Anita Pallenberg, Michèle Breton, Ann Sidney",Nicolas Roeg,"london, england, rock star, heroin, exploitation, gangster","Police Story, To Wong Foo, Thanks for Everything! Julie Newmar, The Faculty, Hudson Hawk, Bound",
26236,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)","Anatoliy Kuznetsov, Pavel Luspekayev, Spartak Mishulin, Kakhi Kavsadze, Raisa Kurkina",Vladimir Motyl,"civil war, desert, red army, 1910s","Broken Arrow, The Scorpion King, Mad Max Beyond Thunderdome, Breakdown, Born on the Fourth of July",
